trip_id,bike_id,start_time,duration_min,start_station,end_station,user_type
1212,1718,2025-01-01 20:11:00,42,C,E,Subscriber
1213,1302,2025-01-01 20:12:00,39,B,A,Subscriber
1214,1638,2025-01-01 20:13:00,55,A,B,Customer
1215,1055,2025-01-01 20:14:00,40,A,D,Subscriber
1216,1725,2025-01-01 20:15:00,24,D,E,Customer
1217,1525,2025-01-01 20:16:00,59,D,C,Subscriber
1218,1473,2025-01-01 20:17:00,7,D,C,Customer
1219,1027,2025-01-01 20:18:00,12,C,A,Customer
1220,1982,2025-01-01 20:19:00,44,A,E,Customer
1221,1077,2025-01-01 20:20:00,36,E,A,Subscriber
1222,1215,2025-01-01 20:21:00,33,D,D,Customer
1223,1385,2025-01-01 20:22:00,11,C,A,Customer
1224,1364,2025-01-01 20:23:00,6,C,B,Subscriber
1225,1665,2025-01-01 20:24:00,25,D,A,Customer
1226,1525,2025-01-01 20:25:00,10,B,A,Customer
1227,1698,2025-01-01 20:26:00,32,A,D,Subscriber
1228,1311,2025-01-01 20:27:00,52,D,E,Customer
1229,1882,2025-01-01 20:28:00,46,E,B,Customer
1230,1006,2025-01-01 20:29:00,40,A,A,Subscriber
1231,1002,2025-01-01 20:30:00,36,C,D,Subscriber
1232,1622,2025-01-01 20:31:00,49,E,D,Subscriber
1233,1918,2025-01-01 20:32:00,46,A,D,Customer
1234,1749,2025-01-01 20:33:00,57,E,E,Subscriber
1235,1362,2025-01-01 20:34:00,50,C,A,Subscriber
1236,1750,2025-01-01 20:35:00,13,D,C,Subscriber
1237,1507,2025-01-01 20:36:00,15,E,B,Customer
1238,1273,2025-01-01 20:37:00,27,D,C,Subscriber
1239,1505,2025-01-01 20:38:00,54,C,E,Subscriber
1240,1805,2025-01-01 20:39:00,15,C,A,Subscriber
1241,1738,2025-01-01 20:40:00,53,E,C,Customer
1242,1882,2025-01-01 20:41:00,6,E,C,Subscriber
1243,1014,2025-01-01 20:42:00,7,C,C,Subscriber
1244,1191,2025-01-01 20:43:00,15,E,B,Customer
1245,1984,2025-01-01 20:44:00,54,E,A,Customer
1246,1630,2025-01-01 20:45:00,39,E,D,Subscriber
1247,1484,2025-01-01 20:46:00,19,E,A,Subscriber
1248,1027,2025-01-01 20:47:00,47,A,C,Customer
1249,1713,2025-01-01 20:48:00,15,C,A,Subscriber
1250,1038,2025-01-01 20:49:00,35,C,D,Subscriber
1251,1952,2025-01-01 20:50:00,32,B,B,Customer
1252,1272,2025-01-01 20:51:00,32,D,A,Subscriber
1253,1230,2025-01-01 20:52:00,36,B,A,Customer
1254,1085,2025-01-01 20:53:00,29,E,B,Customer
1255,1473,2025-01-01 20:54:00,24,E,B,Subscriber
1256,1125,2025-01-01 20:55:00,32,A,C,Customer
1257,1811,2025-01-01 20:56:00,29,A,C,Customer
1258,1536,2025-01-01 20:57:00,15,A,B,Subscriber
1259,1144,2025-01-01 20:58:00,23,A,D,Subscriber
1260,1524,2025-01-01 20:59:00,32,A,C,Customer
1261,1211,2025-01-01 21:00:00,5,A,D,Customer
1262,1024,2025-01-01 21:01:00,9,A,B,Subscriber
1263,1579,2025-01-01 21:02:00,14,A,A,Subscriber
1264,1393,2025-01-01 21:03:00,46,A,B,Customer
1265,1066,2025-01-01 21:04:00,50,C,B,Subscriber
1266,1232,2025-01-01 21:05:00,38,A,E,Customer
1267,1108,2025-01-01 21:06:00,40,D,B,Subscriber
1268,1145,2025-01-01 21:07:00,6,A,C,Customer
1269,1110,2025-01-01 21:08:00,22,E,A,Customer
1270,1227,2025-01-01 21:09:00,17,E,D,Customer
1271,1110,2025-01-01 21:10:00,55,A,E,Subscriber
1272,1469,2025-01-01 21:11:00,9,A,C,Customer
1273,1033,2025-01-01 21:12:00,24,E,A,Subscriber
1274,1622,2025-01-01 21:13:00,6,D,D,Subscriber
1275,1775,2025-01-01 21:14:00,15,B,A,Customer
1276,1935,2025-01-01 21:15:00,34,C,C,Subscriber
1277,1368,2025-01-01 21:16:00,36,E,A,Subscriber
1278,1747,2025-01-01 21:17:00,36,A,B,Customer
1279,1594,2025-01-01 21:18:00,54,C,A,Customer
1280,1553,2025-01-01 21:19:00,42,A,B,Subscriber
1281,1424,2025-01-01 21:20:00,59,B,C,Customer
1282,1612,2025-01-01 21:21:00,32,B,E,Customer
1283,1517,2025-01-01 21:22:00,14,E,B,Customer
1284,1691,2025-01-01 21:23:00,26,C,A,Subscriber
1285,1281,2025-01-01 21:24:00,59,C,A,Customer
1286,1319,2025-01-01 21:25:00,21,B,A,Subscriber
1287,1737,2025-01-01 21:26:00,26,A,C,Customer
1288,1442,2025-01-01 21:27:00,47,E,D,Subscriber
1289,1951,2025-01-01 21:28:00,23,D,A,Customer
1290,1314,2025-01-01 21:29:00,21,B,A,Customer
1291,1876,2025-01-01 21:30:00,28,B,B,Subscriber
1292,1965,2025-01-01 21:31:00,40,E,E,Customer
1293,1740,2025-01-01 21:32:00,36,A,A,Customer
1294,1376,2025-01-01 21:33:00,50,C,C,Customer
1295,1288,2025-01-01 21:34:00,56,B,D,Customer
1296,1436,2025-01-01 21:35:00,40,E,D,Subscriber
1297,1661,2025-01-01 21:36:00,32,E,D,Customer
1298,1276,2025-01-01 21:37:00,18,E,C,Subscriber
1299,1709,2025-01-01 21:38:00,40,C,D,Subscriber
1300,1581,2025-01-01 21:39:00,10,B,D,Subscriber
1301,1502,2025-01-01 21:40:00,13,E,B,Customer
1302,1623,2025-01-01 21:41:00,25,C,D,Customer
1303,1515,2025-01-01 21:42:00,16,A,B,Subscriber
1304,1349,2025-01-01 21:43:00,34,D,B,Subscriber
1305,1842,2025-01-01 21:44:00,35,B,B,Subscriber
1306,1445,2025-01-01 21:45:00,44,C,C,Customer
1307,1829,2025-01-01 21:46:00,8,D,A,Subscriber
1308,1349,2025-01-01 21:47:00,35,D,E,Customer
1309,1606,2025-01-01 21:48:00,31,C,D,Subscriber
1310,1663,2025-01-01 21:49:00,29,C,E,Customer
1311,1822,2025-01-01 21:50:00,9,C,A,Subscriber
1312,1136,2025-01-01 21:51:00,10,E,B,Customer
1313,1758,2025-01-01 21:52:00,9,A,B,Customer
1314,1898,2025-01-01 21:53:00,55,E,B,Customer
1315,1242,2025-01-01 21:54:00,31,D,B,Subscriber
1316,1542,2025-01-01 21:55:00,12,D,D,Customer
1317,1039,2025-01-01 21:56:00,13,D,A,Subscriber
1318,1228,2025-01-01 21:57:00,19,C,A,Customer
1319,1547,2025-01-01 21:58:00,40,B,A,Customer
1320,1919,2025-01-01 21:59:00,45,E,E,Customer
1321,1222,2025-01-01 22:00:00,11,B,B,Customer
1322,1005,2025-01-01 22:01:00,36,A,C,Subscriber
1323,1321,2025-01-01 22:02:00,12,A,A,Customer
1324,1467,2025-01-01 22:03:00,51,E,E,Subscriber
1325,1731,2025-01-01 22:04:00,55,D,D,Customer
1326,1074,2025-01-01 22:05:00,19,A,B,Customer
1327,1003,2025-01-01 22:06:00,41,B,E,Subscriber
1328,1846,2025-01-01 22:07:00,23,B,C,Subscriber
1329,1645,2025-01-01 22:08:00,43,C,C,Subscriber
1330,1117,2025-01-01 22:09:00,10,D,D,Subscriber
1331,1880,2025-01-01 22:10:00,23,C,A,Subscriber
1332,1605,2025-01-01 22:11:00,32,E,A,Subscriber
1333,1503,2025-01-01 22:12:00,21,A,E,Subscriber
1334,1997,2025-01-01 22:13:00,46,C,E,Subscriber
1335,1946,2025-01-01 22:14:00,23,C,A,Customer
1336,1573,2025-01-01 22:15:00,35,E,A,Subscriber
1337,1440,2025-01-01 22:16:00,15,B,E,Customer
1338,1193,2025-01-01 22:17:00,19,B,B,Subscriber
1339,1846,2025-01-01 22:18:00,14,E,C,Subscriber
1340,1714,2025-01-01 22:19:00,47,B,C,Subscriber
1341,1391,2025-01-01 22:20:00,27,E,D,Subscriber
1342,1025,2025-01-01 22:21:00,7,B,C,Customer
1343,1434,2025-01-01 22:22:00,7,E,E,Subscriber
1344,1172,2025-01-01 22:23:00,22,B,B,Subscriber
1345,1299,2025-01-01 22:24:00,29,C,E,Subscriber
1346,1644,2025-01-01 22:25:00,47,C,A,Subscriber
1347,1325,2025-01-01 22:26:00,24,B,A,Subscriber
1348,1409,2025-01-01 22:27:00,33,E,C,Subscriber
1349,1117,2025-01-01 22:28:00,26,C,B,Customer
1350,1835,2025-01-01 22:29:00,54,A,D,Subscriber
1351,1786,2025-01-01 22:30:00,19,B,E,Customer
1352,1723,2025-01-01 22:31:00,43,A,D,Customer
1353,1224,2025-01-01 22:32:00,14,A,D,Subscriber
1354,1531,2025-01-01 22:33:00,25,D,D,Subscriber
1355,1112,2025-01-01 22:34:00,59,A,D,Subscriber
1356,1139,2025-01-01 22:35:00,56,A,E,Customer
1357,1558,2025-01-01 22:36:00,33,D,A,Subscriber
1358,1000,2025-01-01 22:37:00,36,D,E,Customer
1359,1089,2025-01-01 22:38:00,14,D,A,Subscriber
1360,1653,2025-01-01 22:39:00,17,E,A,Subscriber
1361,1319,2025-01-01 22:40:00,51,D,E,Customer
1362,1549,2025-01-01 22:41:00,27,E,E,Subscriber
1363,1804,2025-01-01 22:42:00,54,B,E,Subscriber
1364,1893,2025-01-01 22:43:00,27,E,A,Subscriber
1365,1138,2025-01-01 22:44:00,35,B,E,Customer
1366,1510,2025-01-01 22:45:00,8,D,B,Customer
1367,1867,2025-01-01 22:46:00,56,D,C,Customer
1368,1844,2025-01-01 22:47:00,53,B,C,Customer
1369,1258,2025-01-01 22:48:00,7,C,B,Subscriber
1370,1672,2025-01-01 22:49:00,25,E,C,Customer
1371,1901,2025-01-01 22:50:00,57,A,A,Customer
1372,1689,2025-01-01 22:51:00,6,D,E,Subscriber
1373,1009,2025-01-01 22:52:00,8,E,E,Customer
1374,1260,2025-01-01 22:53:00,5,E,E,Subscriber
1375,1918,2025-01-01 22:54:00,19,D,B,Subscriber
1376,1649,2025-01-01 22:55:00,37,B,B,Customer
1377,1171,2025-01-01 22:56:00,10,D,A,Subscriber
1378,1897,2025-01-01 22:57:00,11,E,B,Customer
1379,1012,2025-01-01 22:58:00,23,C,E,Subscriber
1380,1167,2025-01-01 22:59:00,48,B,A,Customer
1381,1641,2025-01-01 23:00:00,5,D,A,Customer
1382,1595,2025-01-01 23:01:00,43,A,E,Subscriber
1383,1320,2025-01-01 23:02:00,23,D,D,Customer
1384,1318,2025-01-01 23:03:00,49,E,E,Customer
1385,1612,2025-01-01 23:04:00,30,E,A,Customer
1386,1328,2025-01-01 23:05:00,48,A,D,Customer
1387,1784,2025-01-01 23:06:00,16,B,E,Subscriber
1388,1776,2025-01-01 23:07:00,26,E,E,Customer
1389,1970,2025-01-01 23:08:00,17,B,D,Subscriber
1390,1910,2025-01-01 23:09:00,32,B,D,Subscriber
1391,1919,2025-01-01 23:10:00,18,D,C,Subscriber
1392,1549,2025-01-01 23:11:00,26,B,D,Customer
1393,1418,2025-01-01 23:12:00,34,E,B,Subscriber
1394,1605,2025-01-01 23:13:00,48,E,D,Customer
1395,1094,2025-01-01 23:14:00,24,C,A,Subscriber
1396,1816,2025-01-01 23:15:00,48,B,D,Subscriber
1397,1580,2025-01-01 23:16:00,31,C,E,Customer
1398,1317,2025-01-01 23:17:00,42,D,B,Subscriber
1399,1955,2025-01-01 23:18:00,46,C,D,Customer
1400,1235,2025-01-01 23:19:00,56,B,B,Customer
1401,1945,2025-01-01 23:20:00,45,E,C,Customer
1402,1333,2025-01-01 23:21:00,38,D,B,Subscriber
1403,1884,2025-01-01 23:22:00,43,B,E,Customer
1404,1375,2025-01-01 23:23:00,45,D,C,Customer
1405,1458,2025-01-01 23:24:00,48,A,D,Customer
1406,1136,2025-01-01 23:25:00,41,B,B,Subscriber
1407,1929,2025-01-01 23:26:00,5,A,C,Customer
1408,1587,2025-01-01 23:27:00,58,C,D,Customer
1409,1994,2025-01-01 23:28:00,19,B,D,Subscriber
1410,1546,2025-01-01 23:29:00,36,A,B,Subscriber
1411,1512,2025-01-01 23:30:00,12,E,B,Customer
1412,1295,2025-01-01 23:31:00,37,C,C,Customer
1413,1319,2025-01-01 23:32:00,22,B,B,Customer
1414,1917,2025-01-01 23:33:00,49,B,D,Customer
1415,1571,2025-01-01 23:34:00,33,E,E,Customer
1416,1831,2025-01-01 23:35:00,36,E,C,Subscriber
1417,1348,2025-01-01 23:36:00,37,A,E,Subscriber
1418,1839,2025-01-01 23:37:00,9,A,E,Customer
1419,1778,2025-01-01 23:38:00,22,A,D,Customer
1420,1872,2025-01-01 23:39:00,52,D,E,Customer
1421,1228,2025-01-01 23:40:00,14,C,A,Customer
1422,1269,2025-01-01 23:41:00,40,B,C,Subscriber
1423,1827,2025-01-01 23:42:00,37,C,D,Customer
1424,1797,2025-01-01 23:43:00,27,E,B,Customer
1425,1290,2025-01-01 23:44:00,44,C,D,Subscriber
1426,1724,2025-01-01 23:45:00,9,C,B,Customer
1427,1164,2025-01-01 23:46:00,38,A,D,Subscriber
1428,1004,2025-01-01 23:47:00,28,E,A,Customer
1429,1850,2025-01-01 23:48:00,21,C,C,Customer
1430,1378,2025-01-01 23:49:00,35,B,E,Subscriber
1431,1077,2025-01-01 23:50:00,11,A,D,Customer
1432,1409,2025-01-01 23:51:00,21,C,C,Customer
1433,1573,2025-01-01 23:52:00,32,E,C,Customer
1434,1131,2025-01-01 23:53:00,42,B,C,Subscriber
1435,1600,2025-01-01 23:54:00,26,E,C,Subscriber
1436,1748,2025-01-01 23:55:00,19,E,C,Customer
1437,1041,2025-01-01 23:56:00,41,E,E,Subscriber
1438,1088,2025-01-01 23:57:00,19,D,E,Customer
1439,1401,2025-01-01 23:58:00,54,B,D,Subscriber
1440,1295,2025-01-01 23:59:00,54,E,B,Customer
1441,1839,2025-01-02 00:00:00,29,D,D,Subscriber
1442,1294,2025-01-02 00:01:00,57,A,C,Customer
1443,1615,2025-01-02 00:02:00,25,D,B,Customer
1444,1525,2025-01-02 00:03:00,59,A,D,Subscriber
1445,1799,2025-01-02 00:04:00,42,D,B,Customer
1446,1690,2025-01-02 00:05:00,6,E,E,Subscriber
1447,1636,2025-01-02 00:06:00,31,D,C,Subscriber
1448,1421,2025-01-02 00:07:00,53,D,B,Customer
1449,1864,2025-01-02 00:08:00,36,E,A,Customer
1450,1022,2025-01-02 00:09:00,25,A,C,Subscriber
1451,1574,2025-01-02 00:10:00,8,E,E,Customer
1452,1142,2025-01-02 00:11:00,48,B,E,Customer
1453,1992,2025-01-02 00:12:00,23,D,D,Customer
1454,1664,2025-01-02 00:13:00,6,B,A,Subscriber
1455,1144,2025-01-02 00:14:00,30,E,B,Subscriber
1456,1224,2025-01-02 00:15:00,38,E,D,Customer
1457,1502,2025-01-02 00:16:00,18,C,E,Subscriber
1458,1961,2025-01-02 00:17:00,19,B,B,Subscriber
1459,1973,2025-01-02 00:18:00,24,C,E,Subscriber
1460,1820,2025-01-02 00:19:00,38,B,E,Customer
1461,1615,2025-01-02 00:20:00,40,C,A,Customer
1462,1103,2025-01-02 00:21:00,23,C,C,Customer
1463,1946,2025-01-02 00:22:00,13,B,B,Customer
1464,1038,2025-01-02 00:23:00,11,E,A,Subscriber
1465,1946,2025-01-02 00:24:00,34,A,E,Subscriber
1466,1197,2025-01-02 00:25:00,17,E,E,Customer
1467,1645,2025-01-02 00:26:00,31,A,A,Customer
1468,1578,2025-01-02 00:27:00,48,B,B,Subscriber
1469,1390,2025-01-02 00:28:00,39,D,E,Customer
1470,1178,2025-01-02 00:29:00,17,E,B,Customer
1471,1967,2025-01-02 00:30:00,19,C,A,Customer
1472,1553,2025-01-02 00:31:00,50,E,E,Customer
1473,1447,2025-01-02 00:32:00,13,B,D,Customer
1474,1499,2025-01-02 00:33:00,49,D,D,Customer
1475,1014,2025-01-02 00:34:00,27,D,E,Subscriber
1476,1622,2025-01-02 00:35:00,58,E,C,Subscriber
1477,1668,2025-01-02 00:36:00,40,E,E,Customer
1478,1288,2025-01-02 00:37:00,57,E,E,Customer
1479,1477,2025-01-02 00:38:00,44,B,E,Subscriber
1480,1230,2025-01-02 00:39:00,7,A,A,Subscriber
1481,1922,2025-01-02 00:40:00,38,A,E,Customer
1482,1419,2025-01-02 00:41:00,23,C,E,Customer
1483,1156,2025-01-02 00:42:00,32,B,A,Customer
1484,1549,2025-01-02 00:43:00,27,D,E,Subscriber
1485,1440,2025-01-02 00:44:00,44,C,D,Customer
1486,1096,2025-01-02 00:45:00,53,D,D,Customer
1487,1996,2025-01-02 00:46:00,49,D,E,Subscriber
1488,1410,2025-01-02 00:47:00,11,E,A,Subscriber
1489,1950,2025-01-02 00:48:00,45,D,E,Customer
1490,1288,2025-01-02 00:49:00,16,D,E,Customer
1491,1253,2025-01-02 00:50:00,18,B,B,Subscriber
1492,1195,2025-01-02 00:51:00,50,E,C,Customer
1493,1597,2025-01-02 00:52:00,19,E,A,Customer
1494,1833,2025-01-02 00:53:00,7,C,C,Subscriber
1495,1521,2025-01-02 00:54:00,19,E,B,Customer
1496,1516,2025-01-02 00:55:00,55,A,C,Subscriber
1497,1634,2025-01-02 00:56:00,28,B,E,Customer
1498,1841,2025-01-02 00:57:00,56,C,D,Subscriber
1499,1864,2025-01-02 00:58:00,50,A,A,Subscriber
1500,1117,2025-01-02 00:59:00,12,D,A,Subscriber
1501,1805,2025-01-02 01:00:00,9,A,E,Subscriber
1502,1908,2025-01-02 01:01:00,55,C,C,Customer
1503,1158,2025-01-02 01:02:00,8,E,A,Subscriber
1504,1814,2025-01-02 01:03:00,18,B,B,Customer
1505,1227,2025-01-02 01:04:00,20,C,B,Subscriber
1506,1876,2025-01-02 01:05:00,24,A,C,Subscriber
1507,1215,2025-01-02 01:06:00,28,A,B,Subscriber
1508,1947,2025-01-02 01:07:00,10,C,D,Customer
1509,1695,2025-01-02 01:08:00,59,C,E,Subscriber
1510,1014,2025-01-02 01:09:00,35,C,A,Customer
1511,1156,2025-01-02 01:10:00,10,E,E,Subscriber
1512,1647,2025-01-02 01:11:00,39,C,C,Customer
1513,1260,2025-01-02 01:12:00,19,D,E,Customer
1514,1156,2025-01-02 01:13:00,33,B,A,Customer
1515,1046,2025-01-02 01:14:00,7,B,A,Customer
1516,1323,2025-01-02 01:15:00,15,D,C,Customer
1517,1843,2025-01-02 01:16:00,7,A,A,Customer
1518,1684,2025-01-02 01:17:00,32,A,B,Subscriber
1519,1129,2025-01-02 01:18:00,14,A,E,Customer
1520,1410,2025-01-02 01:19:00,54,A,D,Subscriber
1521,1094,2025-01-02 01:20:00,37,E,D,Subscriber
1522,1626,2025-01-02 01:21:00,52,D,D,Customer
1523,1754,2025-01-02 01:22:00,20,B,C,Customer
1524,1931,2025-01-02 01:23:00,14,D,D,Subscriber
1525,1291,2025-01-02 01:24:00,37,B,E,Subscriber
1526,1793,2025-01-02 01:25:00,40,A,A,Customer
1527,1810,2025-01-02 01:26:00,7,E,B,Subscriber
1528,1282,2025-01-02 01:27:00,9,C,D,Subscriber
1529,1068,2025-01-02 01:28:00,16,C,D,Customer
1530,1659,2025-01-02 01:29:00,48,A,D,Subscriber
1531,1010,2025-01-02 01:30:00,17,A,B,Customer
1532,1253,2025-01-02 01:31:00,28,D,E,Customer
1533,1841,2025-01-02 01:32:00,48,E,D,Subscriber
1534,1871,2025-01-02 01:33:00,36,E,A,Subscriber
1535,1549,2025-01-02 01:34:00,20,D,C,Subscriber
1536,1133,2025-01-02 01:35:00,36,E,B,Customer
1537,1711,2025-01-02 01:36:00,49,E,E,Subscriber
1538,1022,2025-01-02 01:37:00,41,C,A,Subscriber
1539,1814,2025-01-02 01:38:00,40,E,B,Customer
1540,1345,2025-01-02 01:39:00,25,A,B,Subscriber
1541,1301,2025-01-02 01:40:00,51,C,C,Subscriber
1542,1362,2025-01-02 01:41:00,16,A,C,Customer
1543,1395,2025-01-02 01:42:00,55,A,E,Customer
1544,1217,2025-01-02 01:43:00,25,D,D,Subscriber
1545,1140,2025-01-02 01:44:00,55,E,C,Customer
1546,1615,2025-01-02 01:45:00,25,E,E,Subscriber
1547,1957,2025-01-02 01:46:00,47,E,B,Customer
1548,1209,2025-01-02 01:47:00,57,E,D,Customer
1549,1984,2025-01-02 01:48:00,10,C,A,Customer
1550,1992,2025-01-02 01:49:00,13,B,B,Subscriber
1551,1622,2025-01-02 01:50:00,5,A,E,Customer
1552,1615,2025-01-02 01:51:00,16,B,A,Customer
1553,1827,2025-01-02 01:52:00,18,B,B,Customer
1554,1682,2025-01-02 01:53:00,10,B,C,Customer
1555,1459,2025-01-02 01:54:00,5,C,E,Subscriber
1556,1355,2025-01-02 01:55:00,26,B,A,Customer
1557,1323,2025-01-02 01:56:00,38,C,C,Subscriber
1558,1132,2025-01-02 01:57:00,15,D,A,Subscriber
1559,1887,2025-01-02 01:58:00,7,D,D,Customer
1560,1804,2025-01-02 01:59:00,46,D,D,Subscriber
1561,1839,2025-01-02 02:00:00,10,C,E,Customer
1562,1126,2025-01-02 02:01:00,10,C,A,Subscriber
1563,1105,2025-01-02 02:02:00,24,A,D,Customer
1564,1603,2025-01-02 02:03:00,25,B,B,Subscriber
1565,1798,2025-01-02 02:04:00,6,E,B,Subscriber
1566,1377,2025-01-02 02:05:00,30,E,D,Customer
1567,1904,2025-01-02 02:06:00,35,B,D,Customer
1568,1050,2025-01-02 02:07:00,30,E,E,Subscriber
1569,1028,2025-01-02 02:08:00,36,E,E,Subscriber
1570,1461,2025-01-02 02:09:00,14,E,B,Customer
1571,1295,2025-01-02 02:10:00,27,C,C,Subscriber
1572,1296,2025-01-02 02:11:00,10,C,A,Subscriber
1573,1725,2025-01-02 02:12:00,27,C,C,Subscriber
1574,1778,2025-01-02 02:13:00,32,B,E,Customer
1575,1406,2025-01-02 02:14:00,53,D,C,Subscriber
1576,1768,2025-01-02 02:15:00,34,E,E,Customer
1577,1813,2025-01-02 02:16:00,18,A,C,Customer
1578,1612,2025-01-02 02:17:00,41,C,B,Subscriber
1579,1404,2025-01-02 02:18:00,59,A,E,Customer
1580,1345,2025-01-02 02:19:00,36,E,B,Customer
1581,1621,2025-01-02 02:20:00,53,D,C,Customer
1582,1419,2025-01-02 02:21:00,38,A,D,Customer
1583,1181,2025-01-02 02:22:00,45,E,D,Customer
1584,1982,2025-01-02 02:23:00,48,E,A,Customer
1585,1824,2025-01-02 02:24:00,55,C,D,Customer
1586,1000,2025-01-02 02:25:00,26,D,A,Customer
1587,1830,2025-01-02 02:26:00,35,E,C,Subscriber
1588,1949,2025-01-02 02:27:00,11,D,A,Customer
1589,1566,2025-01-02 02:28:00,45,C,A,Subscriber
1590,1370,2025-01-02 02:29:00,25,A,A,Customer
1591,1935,2025-01-02 02:30:00,20,B,B,Customer
1592,1910,2025-01-02 02:31:00,24,B,A,Subscriber
1593,1660,2025-01-02 02:32:00,47,B,E,Subscriber
1594,1430,2025-01-02 02:33:00,48,D,C,Subscriber
1595,1968,2025-01-02 02:34:00,51,B,B,Subscriber
1596,1308,2025-01-02 02:35:00,54,A,E,Subscriber
1597,1136,2025-01-02 02:36:00,23,E,C,Subscriber
1598,1201,2025-01-02 02:37:00,52,D,B,Customer
1599,1435,2025-01-02 02:38:00,36,A,C,Subscriber
1600,1312,2025-01-02 02:39:00,19,D,D,Customer
1601,1116,2025-01-02 02:40:00,9,D,C,Subscriber
1602,1665,2025-01-02 02:41:00,15,D,D,Subscriber
1603,1936,2025-01-02 02:42:00,19,C,D,Customer
1604,1802,2025-01-02 02:43:00,33,E,C,Customer
1605,1574,2025-01-02 02:44:00,54,B,D,Subscriber
1606,1243,2025-01-02 02:45:00,49,C,B,Customer
1607,1536,2025-01-02 02:46:00,8,E,D,Subscriber
1608,1601,2025-01-02 02:47:00,53,B,A,Subscriber
1609,1074,2025-01-02 02:48:00,40,C,B,Customer
1610,1805,2025-01-02 02:49:00,52,C,B,Subscriber
1611,1385,2025-01-02 02:50:00,27,A,B,Customer
1612,1902,2025-01-02 02:51:00,19,C,A,Customer
1613,1209,2025-01-02 02:52:00,50,D,A,Customer
1614,1474,2025-01-02 02:53:00,48,C,A,Subscriber
1615,1417,2025-01-02 02:54:00,7,D,A,Subscriber
1616,1346,2025-01-02 02:55:00,36,E,A,Customer
1617,1528,2025-01-02 02:56:00,14,E,E,Subscriber
1618,1639,2025-01-02 02:57:00,44,D,E,Subscriber
1619,1938,2025-01-02 02:58:00,42,A,A,Customer
1620,1954,2025-01-02 02:59:00,26,A,B,Customer
1621,1875,2025-01-02 03:00:00,18,E,D,Subscriber
1622,1762,2025-01-02 03:01:00,21,C,D,Customer
1623,1178,2025-01-02 03:02:00,25,E,E,Subscriber
1624,1181,2025-01-02 03:03:00,55,E,A,Subscriber
1625,1663,2025-01-02 03:04:00,52,D,C,Customer
1626,1024,2025-01-02 03:05:00,19,A,D,Customer
1627,1966,2025-01-02 03:06:00,19,D,D,Subscriber
1628,1179,2025-01-02 03:07:00,5,E,B,Subscriber
1629,1709,2025-01-02 03:08:00,28,B,D,Subscriber
1630,1500,2025-01-02 03:09:00,59,C,E,Customer
1631,1855,2025-01-02 03:10:00,59,E,A,Customer
1632,1160,2025-01-02 03:11:00,16,D,A,Customer
1633,1176,2025-01-02 03:12:00,14,B,D,Customer
1634,1284,2025-01-02 03:13:00,50,B,C,Subscriber
1635,1062,2025-01-02 03:14:00,46,E,E,Subscriber
1636,1661,2025-01-02 03:15:00,46,A,D,Subscriber
1637,1665,2025-01-02 03:16:00,56,B,E,Subscriber
1638,1155,2025-01-02 03:17:00,35,C,C,Customer
1639,1881,2025-01-02 03:18:00,15,D,E,Customer
1640,1468,2025-01-02 03:19:00,58,D,E,Customer
1641,1048,2025-01-02 03:20:00,20,D,E,Subscriber
1642,1966,2025-01-02 03:21:00,13,E,A,Subscriber
1643,1848,2025-01-02 03:22:00,51,D,C,Customer
1644,1083,2025-01-02 03:23:00,18,D,A,Subscriber
1645,1360,2025-01-02 03:24:00,23,C,B,Subscriber
1646,1688,2025-01-02 03:25:00,35,A,D,Subscriber
1647,1147,2025-01-02 03:26:00,13,E,A,Subscriber
1648,1629,2025-01-02 03:27:00,40,E,E,Subscriber
1649,1341,2025-01-02 03:28:00,57,D,B,Customer
1650,1475,2025-01-02 03:29:00,43,C,C,Customer
1651,1062,2025-01-02 03:30:00,58,B,C,Subscriber
1652,1700,2025-01-02 03:31:00,30,D,A,Subscriber
1653,1359,2025-01-02 03:32:00,12,D,E,Subscriber
1654,1560,2025-01-02 03:33:00,28,E,E,Customer
1655,1326,2025-01-02 03:34:00,12,E,C,Subscriber
1656,1768,2025-01-02 03:35:00,23,D,E,Subscriber
1657,1735,2025-01-02 03:36:00,51,E,D,Subscriber
1658,1140,2025-01-02 03:37:00,52,C,A,Subscriber
1659,1989,2025-01-02 03:38:00,34,B,A,Customer
1660,1214,2025-01-02 03:39:00,26,B,E,Subscriber
1661,1434,2025-01-02 03:40:00,59,B,C,Customer
1662,1890,2025-01-02 03:41:00,13,D,D,Subscriber
1663,1951,2025-01-02 03:42:00,48,D,D,Subscriber
1664,1722,2025-01-02 03:43:00,52,D,D,Subscriber
1665,1317,2025-01-02 03:44:00,8,C,B,Subscriber
1666,1031,2025-01-02 03:45:00,41,B,E,Subscriber
1667,1669,2025-01-02 03:46:00,12,E,D,Subscriber
1668,1284,2025-01-02 03:47:00,5,E,E,Customer
1669,1304,2025-01-02 03:48:00,32,A,C,Subscriber
1670,1428,2025-01-02 03:49:00,10,A,C,Customer
1671,1476,2025-01-02 03:50:00,51,E,C,Customer
1672,1285,2025-01-02 03:51:00,40,B,B,Subscriber
1673,1143,2025-01-02 03:52:00,57,D,C,Customer
1674,1423,2025-01-02 03:53:00,15,E,E,Subscriber
1675,1018,2025-01-02 03:54:00,9,E,A,Subscriber
1676,1017,2025-01-02 03:55:00,54,A,A,Subscriber
